Team,Player,GP,MIN,PTS,P2M,P2A,P2p,P3M,P3A,P3p,FTM,FTA,FTp,OREB,DREB,AST,TOV,STL,BLK,PF,PM
Virtus Segafredo Bologna,Amar Alibegovic,37,490,188,54,107,50.46729,19,51,37.25490,23,32,71.87500,39,87,24,27,6,3,58,68
Virtus Segafredo Bologna,Amedeo Tessitori,23,214,99,39,69,56.52174,0,1,0.00000,21,34,61.76471,17,31,12,12,8,5,38,88
Virtus Segafredo Bologna,Giampaolo Ricci,38,767,257,49,91,53.84615,47,127,37.00787,18,22,81.81818,45,125,58,45,21,7,82,168
Virtus Segafredo Bologna,Josh Adams,32,507,197,36,81,44.44444,35,107,32.71028,20,23,86.95652,8,41,42,36,21,5,47,56
Virtus Segafredo Bologna,Julian Gamble,38,749,359,149,234,63.67521,0,1,0.00000,61,122,50.00000,58,138,53,64,16,39,88,147
Virtus Segafredo Bologna,Kyle Weems,34,787,329,80,142,56.33803,47,116,40.51724,28,34,82.35294,27,114,44,26,32,10,68,194
Virtus Segafredo Bologna,Lorenzo Deri,11,24,8,1,4,25.00000,1,3,33.33333,3,4,75.00000,0,0,5,3,0,0,4,-9
Virtus Segafredo Bologna,Marco Belinelli,25,576,363,58,115,50.43478,52,151,34.43709,91,102,89.21569,8,57,44,31,16,0,35,77
Virtus Segafredo Bologna,Matteo Barbieri,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,-3
Virtus Segafredo Bologna,Milos Teodosic,37,896,516,83,152,54.60526,81,219,36.98630,107,133,80.45113,10,83,242,98,28,6,80,272
Virtus Segafredo Bologna,Stefan Markovic,33,760,178,34,52,65.38462,31,92,33.69565,17,25,68.00000,18,100,145,56,43,7,70,107
Virtus Segafredo Bologna,Stefan Nikolic,5,37,18,7,8,87.50000,0,2,0.00000,4,5,80.00000,2,8,1,3,2,0,6,28
Virtus Segafredo Bologna,Vince Hunter,37,623,319,123,206,59.70874,3,13,23.07692,64,83,77.10843,62,94,39,47,25,12,91,87
